-185.910999095689,-184.020424394849,-206.68445195794,-182.005048587319,-209.905014458921,2,7.8567752686765
-279.931419767156,-274.659440366562,-316.652011780819,-274.768596852026,-292.36314076957,2,5.38526191269047
-43.4632063496949,-42.2996827394822,-44.5429176208545,-43.5185147708768,-42.6807055722843,1,18.6374263697715
-22.8077479265968,-21.6434881318324,-22.1327592796939,-22.453573697526,-25.5835713795167,1,19.1317462835913
-47.9179464640543,-48.0956479809911,-51.1432029377649,-46.6656168384705,-49.1310840153752,1,18.4445390484057
-153.673433873175,-153.33012437691,-152.778251004833,-153.876237697593,-153.830398638762,2,13.9678577420842
-96.2967020050974,-96.3108217936203,-100.006198105195,-96.2045513822325,-96.1462179115759,1,16.4688516008164
-207.539075139218,-209.336623552639,-201.620443031848,-205.8932731748,-217.111334280297,1,10.1322045244734
-264.408274985651,-264.825399446289,-265.239048104888,-253.345943521647,-287.066359655451,2,6.10510147333002
-333.55994821875,-334.326025857691,-358.049544055743,-332.210437909457,-356.029015823812,2,3.7316811870382
-136.486747018084,-137.590437347755,-138.045986810038,-135.735172338552,-135.560946881879,2,5.97188307244335
-66.8768254570065,-70.9849590078648,-72.2093385282394,-69.4662421480008,-71.6617361227918,1,16.8480009697658
-120.815046336827,-129.905866305434,-143.609758853202,-106.255020600696,-152.931535150379,2,11.9045193555884
-179.496070194318,-174.367231637684,-184.192207562907,-170.974834101644,-191.08995853108,1,12.3357566338315
-128.279932300284,-128.255759016766,-126.874072624387,-114.743968589503,-127.648733464878,2,17.6400452411838
-39.2662435489038,-36.1892103105702,-39.7431573241007,-35.522010953105,-42.0523781733584,1,18.8151900921332
-0.204313783595073,-0.0534876472476312,-0.862197717799735,-0.136784686886969,-0.0634803784747818,1,20
-237.927168209717,-237.283104943307,-267.284756759635,-230.541129451074,-288.194798134904,2,5.22419211701943
-88.2784820020788,-89.8044477438567,-87.9391464141781,-89.7111935358131,-91.0117495365358,1,15.8999126675119
-279.36479590605,-277.047102183137,-300.291582877302,-282.745908419557,-285.389996257696,1,9.16459171294812
-71.9684306934804,-74.0659659993157,-72.7623541727191,-72.4328247053817,-74.2160064536353,1,16.9502720864755
-247.729147467122,-250.167425809876,-247.251154229247,-244.701911649337,-245.20292042649,2,5.11495263133421
-270.662413283606,-275.981503517318,-308.029758976642,-272.646756562635,-273.649371702356,2,4.50630610936508
-244.07776018536,-252.857230883638,-364.26732987051,-244.927189626214,-243.584150595001,1,5.69174936102337
-114.671166154563,-121.285753565734,-128.471742613826,-115.224394696815,-114.33953831914,1,12.7510556025159
-134.687216836456,-138.034853202955,-144.685433352737,-136.555945313347,-134.010951080073,1,12.8000133830258
-336.603992975779,-339.094862106253,-357.128425341825,-336.935522880308,-340.054196682078,2,3.48706577012329
-356.511243597076,-354.484025367896,-360.694370384215,-358.024245074766,-359.009026293971,2,4.29197507823344
-217.405795714338,-219.261309539415,-221.385803415992,-207.304458760453,-232.555209808658,2,8.18447806610561
-108.751700337435,-110.165552653229,-109.772709034191,-116.026883949965,-109.63510633728,1,15.9977740732912
-107.098623358238,-107.81019532125,-106.551020989602,-116.612697737382,-112.798750131046,2,15.7830729446745
-230.780155676262,-224.117639728573,-223.43855162228,-212.027228792341,-224.342603906273,2,7.65595029115588
-198.749635340405,-193.647219983162,-214.806549218937,-190.338792578709,-208.555127736326,1,7.27316111226758
-219.487861175038,-220.246730359262,-223.351758831468,-215.156667536058,-222.648231074745,2,6.00259392513544
-2.75323022610669,-9.18630504120003,-8.56367391118308,-4.25666869113592,-11.686209039248,1,19.7926805555556
-76.7811884827894,-83.8461123362324,-85.4133816504279,-83.2187044371733,-75.9592269400378,2,19.6398917748918
-73.7746304090507,-66.2987295758039,-78.8798947369509,-73.5627810029524,-88.8152559812149,1,16.5919484231775
-209.035002063933,-210.816825618451,-227.298965967355,-203.548139908673,-225.222511811103,2,5.39599451456725
-202.400077700176,-197.560957521434,-226.624959058696,-208.104378536917,-201.38757361444,1,10.2302598417613
-10.870676813457,-11.1510601845426,-9.42618417725024,-18.9404326485634,-16.3932255401345,2,19.6301886792453
-144.496283349885,-143.566158087662,-145.056776105725,-160.616681755891,-176.856451702129,1,13.6939890530506
-19.4824862603298,-19.3345761273499,-18.8241093705531,-25.4983479815065,-17.9566728437959,1,19.5893974358974
-157.899107835633,-167.79836223601,-240.034729729891,-146.645640739204,-201.352514168219,2,7.83856205547086
-91.9099886524503,-92.4114466742847,-91.439336480664,-90.8214162197574,-92.7686368764929,1,15.9761034251454
-367.145940199996,-366.193159857565,-365.384422105942,-339.398949656092,-365.473668901068,1,6.10413329130292
-222.452878800132,-227.898084510732,-272.378490039898,-223.523771856421,-264.304892361538,2,4.04640809243336
-302.522711318884,-302.693817163163,-303.375330637911,-300.870455801383,-305.363321827413,2,5.32010245544696
-159.266458182664,-158.262436999713,-158.704984504648,-158.608698755774,-158.65188418688,1,11.7667816630155
-262.68149010759,-254.235366019405,-366.2128704897,-237.123572056222,-281.186974176624,2,2.20996030444272
-200.127850413194,-200.737199478601,-207.252525812863,-200.764761887271,-199.667560304134,1,9.31050259496112
-35.8354041575436,-35.2375872228284,-38.097039109394,-34.0819895787767,-37.9759705933881,2,19.3842076007326
-175.089097696392,-175.679070802653,-174.85916485986,-174.757532534821,-176.484571754977,1,10.1625655901202
-241.007136394965,-263.628029785137,-239.5544361347,-241.600104339775,-269.616294945503,1,9.62889202787589
-50.9895892656214,-52.7193709634967,-52.1774519865016,-55.0687177559731,-52.38534767758,1,18.2876353949067
-239.300802714413,-239.358121846572,-230.427841387712,-230.234777013186,-246.091269560315,2,5.65016825007261
-109.364432434784,-106.652901779373,-109.809240470943,-110.415596223522,-117.003875243281,2,15.9149096207563
