-272.830981765595,-247.846872852614,-563.001777202922,-331.716631045468,-352.681295225275,2,7.8567752686765,1
-361.905222027335,-416.686281473295,-426.832581661904,-387.783487618683,-330.858904502663,2,5.38526191269047,2
-68.1319450750408,-222.514590770273,-120.266948663951,-72.9060782034424,-100.645904255362,1,18.6374263697715,3
-48.2595068659044,-26.1694853940733,-328.523085764624,-369.366962345858,-211.745320506716,1,19.1317462835913,7
-71.8881316157986,-51.6619563188762,-130.640111737475,-265.761753811232,-63.8591291142011,1,18.4445390484057,9
-189.832862348958,-564.272786044898,-488.126841002144,-536.249840341285,-482.666846146128,2,13.9678577420842,11
-110.602040391551,-236.271822994114,-108.000524250924,-108.172882319288,-101.699341776974,1,16.4688516008164,13
-248.848133656534,-323.931114006707,-357.902280545745,-421.699273265231,-516.264350907682,1,10.1322045244734,15
-316.256940164868,-288.980583790125,-336.125167361962,-271.050255009668,-617.457450154815,2,6.10510147333002,16
-370.299789648326,-590.985827744658,-722.568493137873,-628.207645810503,-538.969656536379,2,3.7316811870382,17
-158.877745028148,-1991.77535726674,-1841.3698420496,-1980.94520372438,-2075.22249185677,2,5.97188307244335,20
-66.9783269388973,-170.057741757565,-514.0245735847,-240.728859043986,-277.284900995999,1,16.8480009697658,24
-205.333212672592,-237.619352162722,-206.84113323685,-211.327526669596,-215.405259397654,1,12.3357566338315,29
-166.108513639119,-392.705822001522,-258.430931961942,-268.313498625287,-277.946722744619,2,17.6400452411838,31
-42.6795440579113,-37.0802974753653,-90.3010809521942,-87.9832780889111,-44.8931647856205,1,18.8151900921332,32
-0.000161657567697775,-152.386151249686,-235.239592112212,-224.169842208686,-311.209152605186,1,20,36
-298.958351349018,-343.80178739922,-399.062113000271,-321.922503489565,-385.035795894062,2,5.22419211701943,38
-175.329223565979,-506.059700845108,-601.374725858742,-265.255210691903,-314.229060946646,1,15.8999126675119,42
-291.899654587573,-302.550155785689,-387.362022502455,-373.179765692164,-399.681716324794,1,9.16459171294812,44
-111.731187327825,-193.276716400015,-587.830771123817,-417.064884295953,-330.946436314809,1,16.9502720864755,45
-435.663079864153,-697.576260518273,-751.280422927251,-912.074209603541,-972.004407541935,2,5.11495263133421,46
-326.596275995365,-733.683287045093,-553.960736636064,-846.684676563417,-803.410523866936,2,4.50630610936508,47
-525.573143265931,-897.586387292545,-668.0971297834,-826.726972512555,-871.465342543717,1,5.69174936102337,51
-166.895522203422,-209.220609201918,-568.825688779886,-567.051373986277,-613.52001685822,1,12.8000133830258,56
-461.356294558734,-618.634353808044,-434.253925665156,-384.002159785684,-393.87003341496,2,3.48706577012329,58
-431.579179577336,-515.912872874245,-519.521488211731,-574.892119994463,-510.29930770876,2,4.29197507823344,59
-127.837596103135,-119.083625616586,-113.489005074409,-114.356158478383,-113.628479049964,1,15.9977740732912,63
-274.256268437626,-380.269731276082,-163.563036005425,-129.117397161069,-132.210807534778,2,15.7830729446745,64
-253.854400277294,-899.27478956884,-339.227082958871,-326.600623758305,-1018.52119701739,2,7.65595029115588,65
-407.528883928152,-971.788350336599,-1035.70053861842,-1038.72857023627,-1237.22060932116,1,7.27316111226758,69
-271.658028359681,-813.052161406241,-1042.28548993292,-658.777467047924,-1252.89606989969,2,6.00259392513544,74
-Inf,-71.4493707000983,-193.923570749925,-519.300738190874,-88.1496617891767,1,19.7926805555556,75
-90.9888328595014,-1010.05261572353,-345.052221482536,-204.317984470295,-198.324742353867,2,19.6398917748918,77
-216.384746769131,-226.7531717794,-233.64555300277,-277.409926380835,-250.115043154998,1,10.2302598417613,84
-9.12918620898007,-1405.02466747442,-Inf,-102.739974725936,-86.6690835898441,2,19.6301886792453,85
-161.432529425525,-242.486988865177,-162.090080075714,-166.761373220465,-188.267751566593,1,13.6939890530506,87
-24.8611720824005,-2296.68898248379,-Inf,-442.826473331794,-427.05360368349,2,20,91
-29.3328325438295,-265.30392840161,-Inf,-57.1840161427415,-55.7920750591142,1,19.5893974358974,92
-388.693243825498,-570.837630535411,-575.568586552165,-535.399662040518,-609.342122367351,1,6.10413329130292,100
-312.119300417588,-339.944517669307,-358.351763653288,-390.405232230182,-558.826823644171,2,4.04640809243336,101
-341.93831567219,-347.080321247997,-362.503778879396,-361.000189795737,-690.938385048499,2,5.32010245544696,102
-177.035800169846,-474.528716326541,-643.24958140529,-565.401634577462,-676.550737396043,1,11.7667816630155,105
-518.900399335581,-805.887891078285,-558.185837652761,-560.057261108995,-560.917461387087,2,2.20996030444272,106
-312.512026635092,-559.224669979138,-478.993475161265,-364.90958115007,-465.966223746485,1,9.31050259496112,108
-88.6601299376313,-1060.24758100695,-Inf,-137.565310393096,-149.503225842073,2,19.3842076007326,109
-261.832365154366,-313.397436509903,-251.002056449491,-257.92470504331,-442.774058300297,1,9.62889202787589,111
-59.5074706236197,-139.599112542486,-103.757349907823,-101.080510199868,-94.0936564285584,1,18.2876353949067,112
-363.047507608903,-545.41200814037,-670.601012651096,-366.676855057011,-882.900554389544,2,5.65016825007261,119
